resourceId,resourceType,field,locale,issue,detail
gid://shopify/Collection/690871763274,COLLECTION,title,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/690871763274,COLLECTION,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/690871763274,COLLECTION,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/690871763274,COLLECTION,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/690871763274,COLLECTION,meta_description,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/696851595594,COLLECTION,title,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/698279657802,COLLECTION,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/698279657802,COLLECTION,meta_description,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/714768253258,COLLECTION,meta_title,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/714768253258,COLLECTION,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/714768253258,COLLECTION,meta_title,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Collection/714768253258,COLLECTION,meta_description,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/670355063114,ARTICLE,meta_title,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/670355063114,ARTICLE,meta_title,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/999975027018,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000019231050,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000019231050,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000019231050,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000061206858,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000122679626,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000131133770,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000136114506,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000136114506,ARTICLE,summary_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000136114506,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000136114506,ARTICLE,summary_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000212005194,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000212005194,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000336720202,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000336720202,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000470413642,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000470413642,ARTICLE,meta_description,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000634057034,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000634057034,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000634057034,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000831385930,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000831385930,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000995488074,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1000995488074,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001096872266,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001096872266,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001325953354,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001325953354,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001347154250,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001347154250,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001799483722,ARTICLE,body_html,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1001799483722,ARTICLE,body_html,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1002781737290,ARTICLE,meta_title,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1002781737290,ARTICLE,meta_description,de,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1002781737290,ARTICLE,meta_title,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
gid://shopify/Article/1002781737290,ARTICLE,meta_description,fi,outdated_translation,Shopify flags this translation as outdated vs current sv source
